species,length,weight,w_l_ratio
Sillaginopsis panijus,29.59,4.74,0.16
Sillaginopsis panijus,32.79,4.72,0.14
Sillaginopsis panijus,29.0,4.71,0.16
Sillaginopsis panijus,33.04,4.69,0.14
Sillaginopsis panijus,29.26,4.71,0.16
Sillaginopsis panijus,32.95,4.72,0.14
Sillaginopsis panijus,31.91,4.67,0.15
Sillaginopsis panijus,28.29,4.71,0.17
Sillaginopsis panijus,31.63,4.72,0.15
Sillaginopsis panijus,31.4,4.75,0.15
Sillaginopsis panijus,31.01,4.72,0.15
Sillaginopsis panijus,31.01,4.75,0.15
Sillaginopsis panijus,30.08,4.72,0.16
Sillaginopsis panijus,30.29,4.74,0.16
Sillaginopsis panijus,31.02,4.71,0.15
Sillaginopsis panijus,32.68,4.75,0.15
Sillaginopsis panijus,32.15,4.72,0.15
Sillaginopsis panijus,29.68,4.71,0.16
Sillaginopsis panijus,31.72,4.71,0.15
Sillaginopsis panijus,30.52,4.7,0.15
Sillaginopsis panijus,29.25,4.69,0.16
Sillaginopsis panijus,30.58,4.73,0.15
Sillaginopsis panijus,27.77,4.73,0.17
Sillaginopsis panijus,32.29,4.71,0.15
Sillaginopsis panijus,30.88,4.71,0.15
Sillaginopsis panijus,30.87,4.7,0.15
Sillaginopsis panijus,27.92,4.69,0.17
Sillaginopsis panijus,31.6,4.68,0.15
Sillaginopsis panijus,32.0,4.72,0.15
Sillaginopsis panijus,33.14,4.77,0.14
Sillaginopsis panijus,29.03,4.69,0.16
Sillaginopsis panijus,32.06,4.75,0.15
Sillaginopsis panijus,29.01,4.7,0.16
Sillaginopsis panijus,33.48,4.69,0.14
Sillaginopsis panijus,32.84,4.69,0.14
Sillaginopsis panijus,29.47,4.7,0.16
Sillaginopsis panijus,32.92,4.68,0.14
Sillaginopsis panijus,32.05,4.7,0.15
Sillaginopsis panijus,31.38,4.68,0.15
Sillaginopsis panijus,31.46,4.71,0.15
Sillaginopsis panijus,31.7,4.75,0.15
Sillaginopsis panijus,32.26,4.73,0.15
Sillaginopsis panijus,29.42,4.7,0.16
Sillaginopsis panijus,31.8,4.73,0.15
Sillaginopsis panijus,32.79,4.73,0.14
Sillaginopsis panijus,28.24,4.74,0.17
Sillaginopsis panijus,31.44,4.71,0.15
Sillaginopsis panijus,30.61,4.74,0.15
Sillaginopsis panijus,31.67,4.78,0.15
Sillaginopsis panijus,33.0,4.69,0.14
Sillaginopsis panijus,30.07,4.7,0.16
Sillaginopsis panijus,33.52,4.74,0.14
Sillaginopsis panijus,30.93,4.69,0.15
Sillaginopsis panijus,30.07,4.71,0.16
Sillaginopsis panijus,30.04,4.69,0.16
Sillaginopsis panijus,31.1,4.69,0.15
Sillaginopsis panijus,31.42,4.75,0.15
Sillaginopsis panijus,28.85,4.71,0.16
Sillaginopsis panijus,32.27,4.74,0.15
Sillaginopsis panijus,31.52,4.73,0.15
Sillaginopsis panijus,31.29,4.71,0.15
Sillaginopsis panijus,31.62,4.74,0.15
Sillaginopsis panijus,32.02,4.71,0.15
Sillaginopsis panijus,30.32,4.71,0.16
Sillaginopsis panijus,29.38,4.71,0.16
Sillaginopsis panijus,29.68,4.67,0.16
Sillaginopsis panijus,31.67,4.7,0.15
Sillaginopsis panijus,29.43,4.67,0.16
Sillaginopsis panijus,31.18,4.71,0.15
Sillaginopsis panijus,32.24,4.7,0.15
Sillaginopsis panijus,30.61,4.72,0.15
Sillaginopsis panijus,30.61,4.75,0.16
Sillaginopsis panijus,33.28,4.71,0.14
Sillaginopsis panijus,31.25,4.77,0.15
Sillaginopsis panijus,31.87,4.68,0.15
Sillaginopsis panijus,33.67,4.72,0.14
Sillaginopsis panijus,28.76,4.71,0.16
Sillaginopsis panijus,28.51,4.68,0.16
Sillaginopsis panijus,28.97,4.72,0.16
Sillaginopsis panijus,33.36,4.75,0.14
Sillaginopsis panijus,28.25,4.71,0.17
Sillaginopsis panijus,33.12,4.73,0.14
Sillaginopsis panijus,31.74,4.7,0.15
Sillaginopsis panijus,32.26,4.71,0.15
Sillaginopsis panijus,30.69,4.7,0.15
Sillaginopsis panijus,32.37,4.68,0.14
Sillaginopsis panijus,32.3,4.75,0.15
Sillaginopsis panijus,32.49,4.75,0.15
Sillaginopsis panijus,32.36,4.71,0.15
Sillaginopsis panijus,32.21,4.73,0.15
Sillaginopsis panijus,29.86,4.72,0.16
Sillaginopsis panijus,32.19,4.66,0.14
Sillaginopsis panijus,32.06,4.72,0.15
Sillaginopsis panijus,31.56,4.73,0.15
Sillaginopsis panijus,31.2,4.66,0.15
Sillaginopsis panijus,31.2,4.67,0.15
Sillaginopsis panijus,32.35,4.72,0.15
Sillaginopsis panijus,30.49,4.72,0.15
Sillaginopsis panijus,29.03,4.72,0.16
Sillaginopsis panijus,29.98,4.68,0.16
Sillaginopsis panijus,33.06,4.73,0.14
Sillaginopsis panijus,28.6,4.71,0.16
Sillaginopsis panijus,31.08,4.68,0.15
Sillaginopsis panijus,31.58,4.73,0.15
Sillaginopsis panijus,29.43,4.68,0.16
Sillaginopsis panijus,29.35,4.7,0.16
Sillaginopsis panijus,29.33,4.69,0.16
Sillaginopsis panijus,31.89,4.68,0.15
Sillaginopsis panijus,33.78,4.75,0.14
Sillaginopsis panijus,32.13,4.73,0.15
Sillaginopsis panijus,31.68,4.73,0.15
Sillaginopsis panijus,33.86,4.74,0.14
Sillaginopsis panijus,28.71,4.71,0.16
Sillaginopsis panijus,30.03,4.68,0.16
Sillaginopsis panijus,32.7,4.75,0.15
Sillaginopsis panijus,31.23,4.68,0.15
Sillaginopsis panijus,30.61,4.7,0.15
Sillaginopsis panijus,29.83,4.73,0.16
Sillaginopsis panijus,29.81,4.67,0.16
Sillaginopsis panijus,29.65,4.69,0.16
Sillaginopsis panijus,31.68,4.72,0.15
Sillaginopsis panijus,30.07,4.73,0.16
Sillaginopsis panijus,28.8,4.73,0.16
Sillaginopsis panijus,29.59,4.71,0.16
Sillaginopsis panijus,30.54,4.67,0.15
Sillaginopsis panijus,29.09,4.72,0.16
Sillaginopsis panijus,28.94,4.74,0.16
Sillaginopsis panijus,29.09,4.7,0.16
Sillaginopsis panijus,29.28,4.72,0.16
Sillaginopsis panijus,28.53,4.67,0.16
Sillaginopsis panijus,32.61,4.74,0.15
Sillaginopsis panijus,32.74,4.71,0.14
Sillaginopsis panijus,30.93,4.7,0.15
Sillaginopsis panijus,27.86,4.72,0.17
Sillaginopsis panijus,32.43,4.69,0.14
Sillaginopsis panijus,31.26,4.71,0.15
Sillaginopsis panijus,27.69,4.68,0.17
Sillaginopsis panijus,33.43,4.71,0.14
Sillaginopsis panijus,30.19,4.73,0.16
Sillaginopsis panijus,31.12,4.69,0.15
Sillaginopsis panijus,31.9,4.75,0.15
Sillaginopsis panijus,33.73,4.74,0.14
Sillaginopsis panijus,30.3,4.75,0.16
Sillaginopsis panijus,32.6,4.69,0.14
Sillaginopsis panijus,29.91,4.72,0.16
Sillaginopsis panijus,29.7,4.73,0.16
Sillaginopsis panijus,30.57,4.71,0.15
Sillaginopsis panijus,27.76,4.72,0.17
Sillaginopsis panijus,28.91,4.75,0.16
Sillaginopsis panijus,29.67,4.7,0.16
Sillaginopsis panijus,31.68,4.72,0.15
Sillaginopsis panijus,33.47,4.77,0.14
Sillaginopsis panijus,30.88,4.72,0.15
Sillaginopsis panijus,33.46,4.72,0.14
Sillaginopsis panijus,30.63,4.69,0.15
Sillaginopsis panijus,31.46,4.7,0.15
Sillaginopsis panijus,27.88,4.68,0.17
Sillaginopsis panijus,32.71,4.7,0.14
Sillaginopsis panijus,33.01,4.68,0.14
Sillaginopsis panijus,33.15,4.75,0.14
Sillaginopsis panijus,32.31,4.69,0.15
Sillaginopsis panijus,31.97,4.7,0.15
Sillaginopsis panijus,30.91,4.7,0.15
Sillaginopsis panijus,33.48,4.71,0.14
Sillaginopsis panijus,32.92,4.72,0.14
Sillaginopsis panijus,29.29,4.71,0.16
Sillaginopsis panijus,32.11,4.72,0.15
Sillaginopsis panijus,30.11,4.7,0.16
Sillaginopsis panijus,28.01,4.69,0.17
Sillaginopsis panijus,32.11,4.71,0.15
Sillaginopsis panijus,30.01,4.71,0.16
Sillaginopsis panijus,30.34,4.7,0.15
Sillaginopsis panijus,28.62,4.7,0.16
Sillaginopsis panijus,33.37,4.75,0.14
Sillaginopsis panijus,31.79,4.67,0.15
Sillaginopsis panijus,30.6,4.7,0.15
Sillaginopsis panijus,28.31,4.73,0.17
Sillaginopsis panijus,28.76,4.7,0.16
Sillaginopsis panijus,30.25,4.67,0.15
Sillaginopsis panijus,31.15,4.77,0.15
Sillaginopsis panijus,29.55,4.71,0.16
Sillaginopsis panijus,31.17,4.71,0.15
Sillaginopsis panijus,33.36,4.7,0.14
Sillaginopsis panijus,31.09,4.73,0.15
Sillaginopsis panijus,33.06,4.7,0.14
Sillaginopsis panijus,30.53,4.65,0.15
Sillaginopsis panijus,32.78,4.72,0.14
Sillaginopsis panijus,28.95,4.74,0.16
Sillaginopsis panijus,30.13,4.73,0.16
Sillaginopsis panijus,31.79,4.72,0.15
Sillaginopsis panijus,33.89,4.73,0.14
Sillaginopsis panijus,33.3,4.73,0.14
Sillaginopsis panijus,30.81,4.69,0.15
Sillaginopsis panijus,32.41,4.7,0.15
Sillaginopsis panijus,32.38,4.68,0.14
Sillaginopsis panijus,32.89,4.76,0.14
Sillaginopsis panijus,29.3,4.68,0.16
Sillaginopsis panijus,30.36,4.74,0.16
Sillaginopsis panijus,32.69,4.73,0.14
Sillaginopsis panijus,33.63,4.73,0.14
Sillaginopsis panijus,32.33,4.74,0.15
Sillaginopsis panijus,30.38,4.72,0.16
Sillaginopsis panijus,31.4,4.72,0.15
Sillaginopsis panijus,32.23,4.7,0.15
Sillaginopsis panijus,32.32,4.72,0.15
Sillaginopsis panijus,32.68,4.73,0.14
Sillaginopsis panijus,31.8,4.7,0.15
Sillaginopsis panijus,31.65,4.68,0.15
Sillaginopsis panijus,31.76,4.72,0.15
Sillaginopsis panijus,31.43,4.77,0.15
Sillaginopsis panijus,33.47,4.73,0.14
Sillaginopsis panijus,33.26,4.73,0.14
Sillaginopsis panijus,31.15,4.72,0.15
Sillaginopsis panijus,32.45,4.73,0.15
Sillaginopsis panijus,31.9,4.73,0.15
Sillaginopsis panijus,31.97,4.69,0.15
Sillaginopsis panijus,32.38,4.72,0.15
Sillaginopsis panijus,29.23,4.74,0.16
Sillaginopsis panijus,29.33,4.68,0.16
Sillaginopsis panijus,28.66,4.7,0.16
Sillaginopsis panijus,29.11,4.69,0.16
Sillaginopsis panijus,30.21,4.73,0.16
Sillaginopsis panijus,32.32,4.73,0.15
Sillaginopsis panijus,33.74,4.73,0.14
Sillaginopsis panijus,32.49,4.74,0.15
Sillaginopsis panijus,31.78,4.74,0.15
